blank,session,date,filename,unit,topic,long-topic,concepts,title,pad-slug,image,zotero-tag,zotero-readings,objective,Aufgabe,tags,contents,slide-filename,slide-frontmatter,slide-body1,slide-body2,slide-content
,11,15.01,2026-01-15-11.md,Christlich-muslimischer Austausch,Brief aus Zypern: Argumentationsanalyse,Übung: Argumentationsanalyse vom Brief aus Zypern mit Close Reading,"Übergangsriten, Reinheit",11. Christlich-muslimischer Austausch: Brief aus Zypern: Argumentationsanalyse,11,speech-bubble.jpg,11-Brief-aus-Zypern-Argumentationsanalyse,,,,[11],"---
layout: post
session: 11
tags: [11]
level: overview
---",2026-01-15-11-slides.md,"---
layout: reveal
title: 'Übung: Argumentationsanalyse vom Brief aus Zypern mit Close Reading'
author: 'Nathan Gibson'
session: 11
tags: [11,slides]
category: slides
image: speech-bubble.jpg
parallaxBackgroundImage: 'assets/img/speech-bubble.jpg'
---
","# Interreligiöse Begegnungen und Debatten auf Arabisch vom 11. bis zum 14. Jahrhundert
{: .r-fit-text}

### Übung: Argumentationsanalyse vom Brief aus Zypern mit Close Reading

Sommersemester 2025
Prof. Dr. Nathan Gibson

## 📈 Rückblick: Lernziel



## 📈 Rückblick: 



## Projekt


## Einleitung



## Heutiges Lernziel

","

## Lektüre



## Diskussion


## Vorschau

Wer war Ibn Taymiyya? (Gast: Farid Suleima)","---
layout: reveal
title: 'Übung: Argumentationsanalyse vom Brief aus Zypern mit Close Reading'
author: 'Nathan Gibson'
session: 11
tags: [11,slides]
category: slides
image: speech-bubble.jpg
parallaxBackgroundImage: 'assets/img/speech-bubble.jpg'
---
# Interreligiöse Begegnungen und Debatten auf Arabisch vom 11. bis zum 14. Jahrhundert
{: .r-fit-text}

### Übung: Argumentationsanalyse vom Brief aus Zypern mit Close Reading

Sommersemester 2025
Prof. Dr. Nathan Gibson

## 📈 Rückblick: Lernziel



## 📈 Rückblick: 



## Projekt


## Einleitung



## Heutiges Lernziel



## Lektüre



## Diskussion


## Vorschau

Wer war Ibn Taymiyya? (Gast: Farid Suleima)"
,12,22.01,2026-01-22-12.md,Christlich-muslimischer Austausch,Ibn Taymiyya,Wer war Ibn Taymiyya? (Gast: Farid Suleima),,12. Christlich-muslimischer Austausch: Ibn Taymiyya,12,harran-houses.jpg,12-Ibn-Taymiyya,,,,[12],"---
layout: post
session: 12
tags: [12]
level: overview
---",2026-01-22-12-slides.md,"---
layout: reveal
title: 'Wer war Ibn Taymiyya? (Gast: Farid Suleima)'
author: 'Nathan Gibson'
session: 12
tags: [12,slides]
category: slides
image: harran-houses.jpg
parallaxBackgroundImage: 'assets/img/harran-houses.jpg'
---
","# Interreligiöse Begegnungen und Debatten auf Arabisch vom 11. bis zum 14. Jahrhundert
{: .r-fit-text}

### Wer war Ibn Taymiyya? (Gast: Farid Suleima)

Sommersemester 2025
Prof. Dr. Nathan Gibson

## 📈 Rückblick: Lernziel



## 📈 Rückblick: 



## Projekt


## Einleitung



## Heutiges Lernziel

","

## Lektüre



## Diskussion


## Vorschau

Wie hat Ibn Taymiyya auf den Brief aus Zypern geantwortet?","---
layout: reveal
title: 'Wer war Ibn Taymiyya? (Gast: Farid Suleima)'
author: 'Nathan Gibson'
session: 12
tags: [12,slides]
category: slides
image: harran-houses.jpg
parallaxBackgroundImage: 'assets/img/harran-houses.jpg'
---
# Interreligiöse Begegnungen und Debatten auf Arabisch vom 11. bis zum 14. Jahrhundert
{: .r-fit-text}

### Wer war Ibn Taymiyya? (Gast: Farid Suleima)

Sommersemester 2025
Prof. Dr. Nathan Gibson

## 📈 Rückblick: Lernziel



## 📈 Rückblick: 



## Projekt


## Einleitung



## Heutiges Lernziel



## Lektüre



## Diskussion


## Vorschau

Wie hat Ibn Taymiyya auf den Brief aus Zypern geantwortet?"
,13,29.01,2026-01-29-13.md,Christlich-muslimischer Austausch,Ibn Taymiyya: Text,Wie hat Ibn Taymiyya auf den Brief aus Zypern geantwortet?,,13. Christlich-muslimischer Austausch: Ibn Taymiyya: Text,13,damascus-citadel.jpg,13-Ibn-Taymiyya-Text,,,,[13],"---
layout: post
session: 13
tags: [13]
level: overview
---",2026-01-29-13-slides.md,"---
layout: reveal
title: 'Wie hat Ibn Taymiyya auf den Brief aus Zypern geantwortet?'
author: 'Nathan Gibson'
session: 13
tags: [13,slides]
category: slides
image: damascus-citadel.jpg
parallaxBackgroundImage: 'assets/img/damascus-citadel.jpg'
---
","# Interreligiöse Begegnungen und Debatten auf Arabisch vom 11. bis zum 14. Jahrhundert
{: .r-fit-text}

### Wie hat Ibn Taymiyya auf den Brief aus Zypern geantwortet?

Sommersemester 2025
Prof. Dr. Nathan Gibson

## 📈 Rückblick: Lernziel



## 📈 Rückblick: 



## Projekt


## Einleitung



## Heutiges Lernziel

","

## Lektüre



## Diskussion


## Vorschau

Rückblick und Lehrevaluation","---
layout: reveal
title: 'Wie hat Ibn Taymiyya auf den Brief aus Zypern geantwortet?'
author: 'Nathan Gibson'
session: 13
tags: [13,slides]
category: slides
image: damascus-citadel.jpg
parallaxBackgroundImage: 'assets/img/damascus-citadel.jpg'
---
# Interreligiöse Begegnungen und Debatten auf Arabisch vom 11. bis zum 14. Jahrhundert
{: .r-fit-text}

### Wie hat Ibn Taymiyya auf den Brief aus Zypern geantwortet?

Sommersemester 2025
Prof. Dr. Nathan Gibson

## 📈 Rückblick: Lernziel



## 📈 Rückblick: 



## Projekt


## Einleitung



## Heutiges Lernziel



## Lektüre



## Diskussion


## Vorschau

Rückblick und Lehrevaluation"
,14,05.02,2026-02-05-14.md,Abschluss,Rückblick,Rückblick und Lehrevaluation,,14. Abschluss: Rückblick,14,argument-hands.jpg,14-Rückblick,,,,[14],"---
layout: post
session: 14
tags: [14]
level: overview
---",2026-02-05-14-slides.md,"---
layout: reveal
title: 'Rückblick und Lehrevaluation'
author: 'Nathan Gibson'
session: 14
tags: [14,slides]
category: slides
image: argument-hands.jpg
parallaxBackgroundImage: 'assets/img/argument-hands.jpg'
---
","# Interreligiöse Begegnungen und Debatten auf Arabisch vom 11. bis zum 14. Jahrhundert
{: .r-fit-text}

### Rückblick und Lehrevaluation

Sommersemester 2025
Prof. Dr. Nathan Gibson

## 📈 Rückblick: Lernziel



## 📈 Rückblick: 



## Projekt


## Einleitung



## Heutiges Lernziel

","

## Lektüre



## Diskussion


## Vorschau

Übung: Argumentationsanalyse von Ibn Taymiyya mit Close Reading","---
layout: reveal
title: 'Rückblick und Lehrevaluation'
author: 'Nathan Gibson'
session: 14
tags: [14,slides]
category: slides
image: argument-hands.jpg
parallaxBackgroundImage: 'assets/img/argument-hands.jpg'
---
# Interreligiöse Begegnungen und Debatten auf Arabisch vom 11. bis zum 14. Jahrhundert
{: .r-fit-text}

### Rückblick und Lehrevaluation

Sommersemester 2025
Prof. Dr. Nathan Gibson

## 📈 Rückblick: Lernziel



## 📈 Rückblick: 



## Projekt


## Einleitung



## Heutiges Lernziel



## Lektüre



## Diskussion


## Vorschau

Übung: Argumentationsanalyse von Ibn Taymiyya mit Close Reading"
,15,12.02,2026-02-12-15.md,Abschluss,Ibn Taymiyya: Argumentationsanalyse,Übung: Argumentationsanalyse von Ibn Taymiyya mit Close Reading,,15. Abschluss: Ibn Taymiyya: Argumentationsanalyse,15,damascus-mosque-gate.jpg,15-Ibn-Taymiyya-Argumentationsanalyse,,,,[15],"---
layout: post
session: 15
tags: [15]
level: overview
---",2026-02-12-15-slides.md,"---
layout: reveal
title: 'Übung: Argumentationsanalyse von Ibn Taymiyya mit Close Reading'
author: 'Nathan Gibson'
session: 15
tags: [15,slides]
category: slides
image: damascus-mosque-gate.jpg
parallaxBackgroundImage: 'assets/img/damascus-mosque-gate.jpg'
---
","# Interreligiöse Begegnungen und Debatten auf Arabisch vom 11. bis zum 14. Jahrhundert
{: .r-fit-text}

### Übung: Argumentationsanalyse von Ibn Taymiyya mit Close Reading

Sommersemester 2025
Prof. Dr. Nathan Gibson

## 📈 Rückblick: Lernziel



## 📈 Rückblick: 



## Projekt


## Einleitung



## Heutiges Lernziel

","

## Lektüre



## Diskussion


## Vorschau

","---
layout: reveal
title: 'Übung: Argumentationsanalyse von Ibn Taymiyya mit Close Reading'
author: 'Nathan Gibson'
session: 15
tags: [15,slides]
category: slides
image: damascus-mosque-gate.jpg
parallaxBackgroundImage: 'assets/img/damascus-mosque-gate.jpg'
---
# Interreligiöse Begegnungen und Debatten auf Arabisch vom 11. bis zum 14. Jahrhundert
{: .r-fit-text}

### Übung: Argumentationsanalyse von Ibn Taymiyya mit Close Reading

Sommersemester 2025
Prof. Dr. Nathan Gibson

## 📈 Rückblick: Lernziel



## 📈 Rückblick: 



## Projekt


## Einleitung



## Heutiges Lernziel



## Lektüre



## Diskussion


## Vorschau

"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
